Student,Question,Response,Score,Submit,Start,Revisions,Time
Student 20,20,option_3,1,04:17:21,"[""01-02-2023 04:08:26"", ""01-02-2023 04:11:34"", ""01-02-2023 04:12:05"", ""01-02-2023 04:14:00"", ""01-02-2023 04:16:48"", ""01-02-2023 04:17:15""]","[[""option_3"", ""01-02-2023 04:17:20""], [""option_3"", ""01-02-2023 04:17:21""]]",74
Student 21,1,option_1,1,04:15:07,"[""01-02-2023 03:58:35"", ""01-02-2023 04:02:24"", ""01-02-2023 04:06:26"", ""01-02-2023 04:14:53""]","[[""option_1"", ""01-02-2023 03:59:13""], [""option_1"", ""01-02-2023 04:06:32""], [""option_1"", ""01-02-2023 04:15:07""]]",58
Student 21,4,option_2,1,04:16:31,"[""01-02-2023 03:59:27"", ""01-02-2023 04:02:23"", ""01-02-2023 04:06:34"", ""01-02-2023 04:16:07""]","[[""option_2"", ""01-02-2023 03:59:40""], [""option_2"", ""01-02-2023 04:06:35""], [""option_2"", ""01-02-2023 04:16:31""]]",37
Student 21,5,option_1,1,04:17:10,"[""01-02-2023 03:59:40"", ""01-02-2023 04:02:22"", ""01-02-2023 04:06:35"", ""01-02-2023 04:16:31"", ""01-02-2023 04:16:51""]","[[""option_1"", ""01-02-2023 04:00:05""], [""option_1"", ""01-02-2023 04:06:36""], [""option_1"", ""01-02-2023 04:06:37""], [""option_1"", ""01-02-2023 04:16:37""], [""option_1"", ""01-02-2023 04:17:10""]]",48
Student 21,6,option_2,1,04:17:18,"[""01-02-2023 04:00:05"", ""01-02-2023 04:02:22"", ""01-02-2023 04:06:36"", ""01-02-2023 04:11:25"", ""01-02-2023 04:16:38"", ""01-02-2023 04:17:10""]","[[""option_3"", ""01-02-2023 04:00:37""], [""option_3"", ""01-02-2023 04:06:39""], [""option_3"", ""01-02-2023 04:16:42""], [""option_2"", ""01-02-2023 04:17:18""]]",46
Student 21,8,option_2,0,04:17:32,"[""01-02-2023 04:01:23"", ""01-02-2023 04:02:21"", ""01-02-2023 04:02:47"", ""01-02-2023 04:06:41"", ""01-02-2023 04:17:26""]","[[""option_1"", ""01-02-2023 04:01:38""], [""option_1"", ""01-02-2023 04:02:48""], [""option_2"", ""01-02-2023 04:17:32""]]",26
Student 21,7,option_4,0,04:17:26,"[""01-02-2023 04:00:37"", ""01-02-2023 04:02:21"", ""01-02-2023 04:02:28"", ""01-02-2023 04:06:39"", ""01-02-2023 04:16:42"", ""01-02-2023 04:17:18""]","[[""option_4"", ""01-02-2023 04:02:47""], [""option_4"", ""01-02-2023 04:06:41""], [""option_4"", ""01-02-2023 04:17:26""]]",82
Student 21,9,option_1,1,04:17:40,"[""01-02-2023 04:01:38"", ""01-02-2023 04:02:48"", ""01-02-2023 04:07:46"", ""01-02-2023 04:17:32""]","[[""option_1"", ""01-02-2023 04:03:13""], [""option_1"", ""01-02-2023 04:17:40""]]",77
Student 21,10,option_3,1,04:18:12,"[""01-02-2023 04:03:13"", ""01-02-2023 04:07:45"", ""01-02-2023 04:07:49"", ""01-02-2023 04:17:40""]","[[""option_3"", ""01-02-2023 04:04:37""], [""option_3"", ""01-02-2023 04:18:12""]]",119
Student 21,11,option_3,1,04:18:18,"[""01-02-2023 04:04:37"", ""01-02-2023 04:07:42"", ""01-02-2023 04:07:54"", ""01-02-2023 04:11:26"", ""01-02-2023 04:13:28"", ""01-02-2023 04:18:12""]","[[""option_3"", ""01-02-2023 04:04:48""], [""option_3"", ""01-02-2023 04:18:18""]]",24
Student 21,12,option_4,1,04:18:24,"[""01-02-2023 04:04:48"", ""01-02-2023 04:06:47"", ""01-02-2023 04:07:58"", ""01-02-2023 04:11:28"", ""01-02-2023 04:13:29"", ""01-02-2023 04:18:18""]","[[""option_4"", ""01-02-2023 04:05:31""], [""option_4"", ""01-02-2023 04:18:24""]]",61
Student 21,13,option_4,0,04:18:29,"[""01-02-2023 04:05:31"", ""01-02-2023 04:06:48"", ""01-02-2023 04:08:06"", ""01-02-2023 04:11:30"", ""01-02-2023 04:13:31"", ""01-02-2023 04:18:24""]","[[""option_3"", ""01-02-2023 04:05:59""], [""option_3"", ""01-02-2023 04:06:51""], [""option_3"", ""01-02-2023 04:08:10""], [""option_4"", ""01-02-2023 04:18:29""]]",43
Student 21,14,option_3,1,04:18:31,"[""01-02-2023 04:05:59"", ""01-02-2023 04:06:51"", ""01-02-2023 04:08:10"", ""01-02-2023 04:13:33"", ""01-02-2023 04:18:29""]","[[""option_3"", ""01-02-2023 04:06:10""], [""option_3"", ""01-02-2023 04:06:53""], [""option_3"", ""01-02-2023 04:08:12""], [""option_3"", ""01-02-2023 04:18:31""]]",18
Student 21,16,option_3,1,04:18:42,"[""01-02-2023 04:08:29"", ""01-02-2023 04:18:40""]","[[""option_3"", ""01-02-2023 04:08:56""], [""option_3"", ""01-02-2023 04:18:42""]]",28
Student 21,17,option_4,0,04:19:20,"[""01-02-2023 04:08:56"", ""01-02-2023 04:11:34"", ""01-02-2023 04:13:43"", ""01-02-2023 04:13:54"", ""01-02-2023 04:18:42""]","[[""option_4"", ""01-02-2023 04:09:54""], [""option_4"", ""01-02-2023 04:19:20""]]",108
Student 21,18,option_1,0,04:19:24,"[""01-02-2023 04:09:54"", ""01-02-2023 04:13:50"", ""01-02-2023 04:14:02"", ""01-02-2023 04:19:20""]","[[""option_4"", ""01-02-2023 04:11:01""], [""option_1"", ""01-02-2023 04:19:24""]]",123
Student 21,19,option_3,1,04:19:29,"[""01-02-2023 04:11:01"", ""01-02-2023 04:11:35"", ""01-02-2023 04:19:24""]","[[""option_3"", ""01-02-2023 04:12:17""], [""option_3"", ""01-02-2023 04:19:29""]]",69
Student 21,2,option_3,0,04:15:34,"[""01-02-2023 03:59:13"", ""01-02-2023 04:02:23"", ""01-02-2023 04:06:32"", ""01-02-2023 04:15:07"", ""01-02-2023 04:16:02""]","[[""option_3"", ""01-02-2023 04:15:34""]]",39
Student 21,15,option_4,0,04:18:40,"[""01-02-2023 04:06:10"", ""01-02-2023 04:06:53"", ""01-02-2023 04:08:12"", ""01-02-2023 04:13:37"", ""01-02-2023 04:18:31""]","[[""option_4"", ""01-02-2023 04:18:40""]]",96
Student 21,20,option_3,1,04:20:18,"[""01-02-2023 04:12:17"", ""01-02-2023 04:14:52"", ""01-02-2023 04:19:29""]","[[""option_3"", ""01-02-2023 04:20:18""]]",126
Student 21,3,Unanswered,0,NaN,"[""01-02-2023 03:59:20"", ""01-02-2023 04:02:23"", ""01-02-2023 04:06:33"", ""01-02-2023 04:15:34"", ""01-02-2023 04:16:05""]",Unanswered,36
Student 22,1,option_1,1,04:07:38,"[""01-02-2023 03:58:33"", ""01-02-2023 04:07:31""]","[[""option_1"", ""01-02-2023 03:58:43""], [""option_1"", ""01-02-2023 04:07:38""]]",17
Student 22,2,option_3,0,04:20:20,"[""01-02-2023 03:58:43"", ""01-02-2023 04:07:38"", ""01-02-2023 04:17:53"", ""01-02-2023 04:20:15""]","[[""option_4"", ""01-02-2023 03:59:02""], [""option_4"", ""01-02-2023 04:08:06""], [""option_3"", ""01-02-2023 04:20:20""]]",52
Student 22,3,option_1,1,04:15:53,"[""01-02-2023 03:59:02"", ""01-02-2023 04:08:06"", ""01-02-2023 04:15:50"", ""01-02-2023 04:20:20""]","[[""option_1"", ""01-02-2023 03:59:13""], [""option_1"", ""01-02-2023 04:09:13""], [""option_1"", ""01-02-2023 04:15:53""]]",83
Student 22,4,option_2,1,04:15:54,"[""01-02-2023 03:59:13"", ""01-02-2023 04:09:13"", ""01-02-2023 04:15:53""]","[[""option_2"", ""01-02-2023 03:59:20""], [""option_2"", ""01-02-2023 04:09:17""], [""option_2"", ""01-02-2023 04:15:54""]]",10
Student 22,5,option_1,1,04:20:34,"[""01-02-2023 03:59:20"", ""01-02-2023 04:09:17"", ""01-02-2023 04:15:54"", ""01-02-2023 04:17:55"", ""01-02-2023 04:18:15"", ""01-02-2023 04:20:23""]","[[""option_3"", ""01-02-2023 04:00:09""], [""option_3"", ""01-02-2023 04:09:58""], [""option_3"", ""01-02-2023 04:15:55""], [""option_1"", ""01-02-2023 04:20:34""]]",112
Student 22,6,option_2,1,04:15:56,"[""01-02-2023 04:00:09"", ""01-02-2023 04:09:58"", ""01-02-2023 04:15:55"", ""01-02-2023 04:20:34""]","[[""option_2"", ""01-02-2023 04:00:36""], [""option_2"", ""01-02-2023 04:10:10""], [""option_2"", ""01-02-2023 04:15:56""]]",39
Student 22,7,option_3,1,04:20:44,"[""01-02-2023 04:00:36"", ""01-02-2023 04:10:10"", ""01-02-2023 04:15:56"", ""01-02-2023 04:20:37""]","[[""option_4"", ""01-02-2023 04:01:00""], [""option_3"", ""01-02-2023 04:10:58""], [""option_3"", ""01-02-2023 04:15:57""], [""option_3"", ""01-02-2023 04:15:57""], [""option_3"", ""01-02-2023 04:20:44""]]",79
Student 22,8,option_1,1,04:11:07,"[""01-02-2023 04:01:00"", ""01-02-2023 04:10:58"", ""01-02-2023 04:15:57"", ""01-02-2023 04:20:44""]","[[""option_1"", ""01-02-2023 04:01:18""], [""option_1"", ""01-02-2023 04:11:07""]]",36
Student 22,9,option_1,1,04:13:03,"[""01-02-2023 04:01:18"", ""01-02-2023 04:11:06"", ""01-02-2023 04:20:51"", ""01-02-2023 04:22:12""]","[[""option_1"", ""01-02-2023 04:01:44""], [""option_1"", ""01-02-2023 04:13:03""]]",149
Student 22,10,option_3,1,04:13:41,"[""01-02-2023 04:01:44"", ""01-02-2023 04:13:03"", ""01-02-2023 04:18:12"", ""01-02-2023 04:18:19"", ""01-02-2023 04:20:54""]","[[""option_3"", ""01-02-2023 04:02:04""], [""option_3"", ""01-02-2023 04:13:41""]]",186
Student 22,11,option_3,1,04:13:44,"[""01-02-2023 04:02:04"", ""01-02-2023 04:13:41"", ""01-02-2023 04:18:11""]","[[""option_3"", ""01-02-2023 04:02:14""], [""option_3"", ""01-02-2023 04:13:44""]]",13
Student 22,12,option_4,1,04:13:48,"[""01-02-2023 04:02:14"", ""01-02-2023 04:13:44""]","[[""option_4"", ""01-02-2023 04:02:19""], [""option_4"", ""01-02-2023 04:13:48""]]",8
Student 22,13,option_2,1,04:22:39,"[""01-02-2023 04:02:19"", ""01-02-2023 04:03:17"", ""01-02-2023 04:13:48"", ""01-02-2023 04:18:10"", ""01-02-2023 04:22:17""]","[[""option_3"", ""01-02-2023 04:03:02""], [""option_3"", ""01-02-2023 04:03:41""], [""option_3"", ""01-02-2023 04:14:15""], [""option_2"", ""01-02-2023 04:22:39""]]",115
Student 22,14,option_3,1,04:22:45,"[""01-02-2023 04:03:01"", ""01-02-2023 04:03:41"", ""01-02-2023 04:14:15"", ""01-02-2023 04:18:09"", ""01-02-2023 04:21:04"", ""01-02-2023 04:21:51"", ""01-02-2023 04:22:39""]","[[""option_3"", ""01-02-2023 04:04:19""], [""option_3"", ""01-02-2023 04:15:41""], [""option_3"", ""01-02-2023 04:22:45""]]",158
Student 22,15,option_2,1,04:22:47,"[""01-02-2023 04:04:19"", ""01-02-2023 04:15:41"", ""01-02-2023 04:16:01"", ""01-02-2023 04:18:06"", ""01-02-2023 04:21:22"", ""01-02-2023 04:21:52"", ""01-02-2023 04:22:45""]","[[""option_2"", ""01-02-2023 04:05:03""], [""option_2"", ""01-02-2023 04:16:51""], [""option_2"", ""01-02-2023 04:22:46""], [""option_2"", ""01-02-2023 04:22:47""]]",124
Student 22,16,option_3,1,04:22:47,"[""01-02-2023 04:05:03"", ""01-02-2023 04:16:51"", ""01-02-2023 04:22:46""]","[[""option_3"", ""01-02-2023 04:05:22""], [""option_3"", ""01-02-2023 04:17:02""], [""option_3"", ""01-02-2023 04:22:47""]]",29
Student 22,17,option_2,0,04:22:48,"[""01-02-2023 04:05:22"", ""01-02-2023 04:17:02"", ""01-02-2023 04:21:24"", ""01-02-2023 04:22:47""]","[[""option_4"", ""01-02-2023 04:06:17""], [""option_4"", ""01-02-2023 04:17:24""], [""option_2"", ""01-02-2023 04:21:47""], [""option_2"", ""01-02-2023 04:22:48""]]",99
Student 22,18,option_3,1,04:22:49,"[""01-02-2023 04:06:17"", ""01-02-2023 04:17:24"", ""01-02-2023 04:21:47"", ""01-02-2023 04:22:48""]","[[""option_3"", ""01-02-2023 04:06:31""], [""option_3"", ""01-02-2023 04:17:30""], [""option_3"", ""01-02-2023 04:22:49""], [""option_3"", ""01-02-2023 04:22:49""]]",22
Student 22,19,option_3,1,04:22:51,"[""01-02-2023 04:06:30"", ""01-02-2023 04:17:30"", ""01-02-2023 04:22:49""]","[[""option_3"", ""01-02-2023 04:06:45""], [""option_3"", ""01-02-2023 04:17:39""], [""option_3"", ""01-02-2023 04:22:51""]]",26
Student 22,20,option_3,1,04:22:52,"[""01-02-2023 04:06:45"", ""01-02-2023 04:17:39"", ""01-02-2023 04:22:51""]","[[""option_3"", ""01-02-2023 04:07:23""], [""option_3"", ""01-02-2023 04:17:48""], [""option_3"", ""01-02-2023 04:22:52""]]",64
Student 23,1,option_1,1,04:02:14,"[""01-02-2023 03:58:30"", ""01-02-2023 04:01:32"", ""01-02-2023 04:01:40"", ""01-02-2023 04:02:11"", ""01-02-2023 04:07:30""]","[[""option_1"", ""01-02-2023 03:58:46""], [""option_1"", ""01-02-2023 04:02:14""]]",28
Student 23,3,option_1,1,04:07:51,"[""01-02-2023 03:59:06"", ""01-02-2023 04:01:36"", ""01-02-2023 04:01:47"", ""01-02-2023 04:02:15"", ""01-02-2023 04:07:41"", ""01-02-2023 04:11:06""]","[[""option_1"", ""01-02-2023 03:59:23""], [""option_1"", ""01-02-2023 04:02:18""], [""option_1"", ""01-02-2023 04:07:51""]]",206
Student 23,2,option_4,0,04:02:15,"[""01-02-2023 03:58:46"", ""01-02-2023 04:01:36"", ""01-02-2023 04:01:41"", ""01-02-2023 04:02:14"", ""01-02-2023 04:07:37"", ""01-02-2023 04:11:04""]","[[""option_4"", ""01-02-2023 04:02:15""]]",32
Student 23,4,option_2,1,04:07:54,"[""01-02-2023 03:59:23"", ""01-02-2023 04:01:37"", ""01-02-2023 04:01:53"", ""01-02-2023 04:02:18"", ""01-02-2023 04:07:51""]","[[""option_2"", ""01-02-2023 04:02:20""], [""option_2"", ""01-02-2023 04:07:54""]]",28
Student 23,5,option_3,0,04:08:11,"[""01-02-2023 03:59:42"", ""01-02-2023 04:01:37"", ""01-02-2023 04:01:58"", ""01-02-2023 04:02:19"", ""01-02-2023 04:07:54""]","[[""option_3"", ""01-02-2023 04:02:20""], [""option_3"", ""01-02-2023 04:02:20""], [""option_3"", ""01-02-2023 04:08:11""]]",37
Student 23,6,option_2,1,04:08:18,"[""01-02-2023 03:59:59"", ""01-02-2023 04:01:37"", ""01-02-2023 04:02:03"", ""01-02-2023 04:02:20"", ""01-02-2023 04:08:11""]","[[""option_3"", ""01-02-2023 04:02:21""], [""option_2"", ""01-02-2023 04:08:18""]]",34
Student 23,10,option_3,1,04:08:48,"[""01-02-2023 04:00:48"", ""01-02-2023 04:02:28"", ""01-02-2023 04:08:41""]","[[""option_3"", ""01-02-2023 04:02:30""], [""option_3"", ""01-02-2023 04:08:48""]]",49
Student 23,11,option_3,1,04:09:19,"[""01-02-2023 04:01:29"", ""01-02-2023 04:02:30"", ""01-02-2023 04:08:48""]","[[""option_3"", ""01-02-2023 04:02:40""], [""option_3"", ""01-02-2023 04:09:19""]]",42
Student 23,12,option_4,1,04:09:21,"[""01-02-2023 04:02:40"", ""01-02-2023 04:09:18"", ""01-02-2023 04:14:02""]","[[""option_4"", ""01-02-2023 04:02:57""], [""option_4"", ""01-02-2023 04:09:21""]]",21
Student 23,14,option_3,1,04:09:38,"[""01-02-2023 04:03:00"", ""01-02-2023 04:09:32"", ""01-02-2023 04:14:19""]","[[""option_3"", ""01-02-2023 04:03:07""], [""option_3"", ""01-02-2023 04:09:38""]]",16
Student 23,16,option_3,1,04:09:55,"[""01-02-2023 04:03:17"", ""01-02-2023 04:09:47""]","[[""option_2"", ""01-02-2023 04:03:31""], [""option_3"", ""01-02-2023 04:09:55""]]",21
Student 23,17,option_4,0,04:09:59,"[""01-02-2023 04:03:31"", ""01-02-2023 04:09:55""]","[[""option_4"", ""01-02-2023 04:04:08""], [""option_4"", ""01-02-2023 04:09:59""]]",41
Student 23,18,option_3,1,04:10:10,"[""01-02-2023 04:04:08"", ""01-02-2023 04:09:59""]","[[""option_3"", ""01-02-2023 04:04:33""], [""option_3"", ""01-02-2023 04:10:10""]]",36
Student 23,19,option_3,1,04:10:49,"[""01-02-2023 04:04:33"", ""01-02-2023 04:10:10""]","[[""option_3"", ""01-02-2023 04:05:36""], [""option_3"", ""01-02-2023 04:10:49""]]",100
Student 23,7,option_4,0,04:08:25,"[""01-02-2023 04:00:22"", ""01-02-2023 04:01:37"", ""01-02-2023 04:02:06"", ""01-02-2023 04:02:21"", ""01-02-2023 04:08:18""]","[[""option_4"", ""01-02-2023 04:08:25""]]",17
Student 23,8,option_1,1,04:08:37,"[""01-02-2023 04:00:29"", ""01-02-2023 04:02:07"", ""01-02-2023 04:02:23"", ""01-02-2023 04:08:25""]","[[""option_1"", ""01-02-2023 04:08:37""]]",26
Student 23,9,option_3,0,04:08:41,"[""01-02-2023 04:00:38"", ""01-02-2023 04:02:26"", ""01-02-2023 04:08:37""]","[[""option_3"", ""01-02-2023 04:08:41""]]",14
Student 23,13,option_3,0,04:09:33,"[""01-02-2023 04:02:57"", ""01-02-2023 04:09:21"", ""01-02-2023 04:14:05""]","[[""option_3"", ""01-02-2023 04:09:33""]]",28
Student 23,15,option_2,1,04:09:47,"[""01-02-2023 04:03:07"", ""01-02-2023 04:09:38"", ""01-02-2023 04:14:24""]","[[""option_2"", ""01-02-2023 04:09:47""]]",285
Student 23,20,option_3,1,04:11:00,"[""01-02-2023 04:05:36"", ""01-02-2023 04:10:49""]","[[""option_3"", ""01-02-2023 04:11:00""]]",127
Student 24,1,option_1,1,04:00:01,"[""01-02-2023 03:58:43""]","[[""option_1"", ""01-02-2023 04:00:01""]]",77
Student 24,2,option_1,0,04:01:13,"[""01-02-2023 04:00:01""]","[[""option_1"", ""01-02-2023 04:01:13""]]",72
Student 24,3,option_1,1,04:01:48,"[""01-02-2023 04:01:13""]","[[""option_1"", ""01-02-2023 04:01:48""]]",34
Student 24,4,option_4,0,04:02:01,"[""01-02-2023 04:01:48""]","[[""option_4"", ""01-02-2023 04:02:01""]]",13
Student 24,5,option_1,1,04:03:15,"[""01-02-2023 04:02:01"", ""01-02-2023 04:17:01""]","[[""option_1"", ""01-02-2023 04:03:15""]]",75
Student 24,6,option_2,1,04:03:31,"[""01-02-2023 04:03:15"", ""01-02-2023 04:16:59""]","[[""option_2"", ""01-02-2023 04:03:31""]]",18
Student 24,7,option_1,0,04:04:36,"[""01-02-2023 04:03:31""]","[[""option_1"", ""01-02-2023 04:04:36""]]",64
Student 24,8,option_1,1,04:05:00,"[""01-02-2023 04:04:36"", ""01-02-2023 04:16:32"", ""01-02-2023 04:17:03""]","[[""option_1"", ""01-02-2023 04:05:00""]]",45
Student 24,9,option_4,0,04:05:39,"[""01-02-2023 04:05:00"", ""01-02-2023 04:16:29"", ""01-02-2023 04:16:38""]","[[""option_4"", ""01-02-2023 04:05:39""]]",44
Student 24,10,option_3,1,04:06:36,"[""01-02-2023 04:05:39"", ""01-02-2023 04:16:22"", ""01-02-2023 04:16:40""]","[[""option_3"", ""01-02-2023 04:06:36""]]",63
Student 24,11,option_3,1,04:06:51,"[""01-02-2023 04:06:36"", ""01-02-2023 04:16:06"", ""01-02-2023 04:16:41""]","[[""option_3"", ""01-02-2023 04:06:51""]]",30
Student 24,12,option_4,1,04:07:06,"[""01-02-2023 04:06:51"", ""01-02-2023 04:16:03"", ""01-02-2023 04:16:42""]","[[""option_4"", ""01-02-2023 04:07:06""]]",19
Student 24,13,option_4,0,04:07:27,"[""01-02-2023 04:07:06"", ""01-02-2023 04:15:56"", ""01-02-2023 04:16:43""]","[[""option_4"", ""01-02-2023 04:07:27""]]",29
Student 24,14,option_3,1,04:08:13,"[""01-02-2023 04:07:27"", ""01-02-2023 04:15:41"", ""01-02-2023 04:16:46"", ""01-02-2023 04:17:19""]","[[""option_3"", ""01-02-2023 04:08:13""]]",65
Student 24,15,option_2,1,04:08:35,"[""01-02-2023 04:08:13"", ""01-02-2023 04:15:37"", ""01-02-2023 04:16:50""]","[[""option_2"", ""01-02-2023 04:08:35""]]",34
Student 24,16,option_3,1,04:08:49,"[""01-02-2023 04:08:35"", ""01-02-2023 04:15:32""]","[[""option_3"", ""01-02-2023 04:08:49""]]",18
Student 24,17,option_4,0,04:10:12,"[""01-02-2023 04:08:49"", ""01-02-2023 04:15:27"", ""01-02-2023 04:17:23""]","[[""option_4"", ""01-02-2023 04:10:12""]]",87
Student 24,18,option_3,1,04:11:46,"[""01-02-2023 04:10:12"", ""01-02-2023 04:15:18"", ""01-02-2023 04:17:25""]","[[""option_3"", ""01-02-2023 04:11:46""]]",102
Student 24,19,option_4,0,04:13:05,"[""01-02-2023 04:11:46"", ""01-02-2023 04:14:11"", ""01-02-2023 04:14:37"", ""01-02-2023 04:15:09"", ""01-02-2023 04:17:25""]","[[""option_4"", ""01-02-2023 04:13:05""]]",129
Student 24,20,option_3,1,04:17:30,"[""01-02-2023 04:13:05"", ""01-02-2023 04:14:23"", ""01-02-2023 04:15:05"", ""01-02-2023 04:17:27""]","[[""option_2"", ""01-02-2023 04:13:49""], [""option_3"", ""01-02-2023 04:13:53""], [""option_3"", ""01-02-2023 04:13:55""], [""option_3"", ""01-02-2023 04:13:55""], [""option_3"", ""01-02-2023 04:13:56""], [""option_3"", ""01-02-2023 04:13:56""], [""option_3"", ""01-02-2023 04:14:00""], [""option_3"", ""01-02-2023 04:17:30""]]",92
Student 25,1,option_1,1,03:58:44,"[""01-02-2023 03:58:31"", ""01-02-2023 04:09:41"", ""01-02-2023 04:13:46""]","[[""option_1"", ""01-02-2023 03:58:44""]]",19
Student 25,2,option_2,1,04:02:09,"[""01-02-2023 03:58:44"", ""01-02-2023 04:02:02"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:43"", ""01-02-2023 04:09:52"", ""01-02-2023 04:13:51"", ""01-02-2023 04:17:20""]","[[""option_4"", ""01-02-2023 03:59:30""], [""option_2"", ""01-02-2023 04:02:09""]]",67
Student 25,3,option_1,1,03:59:41,"[""01-02-2023 03:59:30"", ""01-02-2023 04:01:46"", ""01-02-2023 04:02:01"", ""01-02-2023 04:02:09"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:45"", ""01-02-2023 04:09:52"", ""01-02-2023 04:09:52"", ""01-02-2023 04:13:56""]","[[""option_1"", ""01-02-2023 03:59:41""]]",33
Student 25,4,option_2,1,04:17:51,"[""01-02-2023 03:59:41"", ""01-02-2023 04:01:44"", ""01-02-2023 04:01:53"", ""01-02-2023 04:02:00"", ""01-02-2023 04:02:13"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:46"", ""01-02-2023 04:09:52"", ""01-02-2023 04:09:52"", ""01-02-2023 04:14:08"", ""01-02-2023 04:15:06"", ""01-02-2023 04:17:27""]","[[""option_2"", ""01-02-2023 04:00:07""], [""option_2"", ""01-02-2023 04:17:51""]]",79
Student 25,5,option_1,1,04:00:47,"[""01-02-2023 04:00:07"", ""01-02-2023 04:01:43"", ""01-02-2023 04:01:53"", ""01-02-2023 04:02:00"", ""01-02-2023 04:02:14"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:46"", ""01-02-2023 04:09:52"", ""01-02-2023 04:09:53"", ""01-02-2023 04:14:34"", ""01-02-2023 04:15:06"", ""01-02-2023 04:15:07"", ""01-02-2023 04:16:14"", ""01-02-2023 04:17:51""]","[[""option_1"", ""01-02-2023 04:00:47""]]",104
Student 25,6,option_2,1,04:15:10,"[""01-02-2023 04:00:47"", ""01-02-2023 04:01:41"", ""01-02-2023 04:01:53"", ""01-02-2023 04:02:14"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:47"", ""01-02-2023 04:09:53"", ""01-02-2023 04:15:02"", ""01-02-2023 04:15:06"", ""01-02-2023 04:15:08"", ""01-02-2023 04:16:59"", ""01-02-2023 04:18:15""]","[[""option_2"", ""01-02-2023 04:01:00""], [""option_2"", ""01-02-2023 04:02:17""], [""option_2"", ""01-02-2023 04:09:59""], [""option_2"", ""01-02-2023 04:15:10""]]",79
Student 25,7,option_1,0,04:10:03,"[""01-02-2023 04:01:00"", ""01-02-2023 04:02:17"", ""01-02-2023 04:09:36"", ""01-02-2023 04:09:59"", ""01-02-2023 04:15:05"", ""01-02-2023 04:15:11"", ""01-02-2023 04:16:59"", ""01-02-2023 04:17:00""]","[[""option_1"", ""01-02-2023 04:02:32""], [""option_1"", ""01-02-2023 04:10:03""]]",101
Student 25,8,option_1,1,04:19:09,"[""01-02-2023 04:02:32"", ""01-02-2023 04:09:35"", ""01-02-2023 04:10:02"", ""01-02-2023 04:10:44"", ""01-02-2023 04:11:44"", ""01-02-2023 04:16:59"", ""01-02-2023 04:17:00"", ""01-02-2023 04:18:53""]","[[""option_1"", ""01-02-2023 04:02:50""], [""option_1"", ""01-02-2023 04:10:05""], [""option_1"", ""01-02-2023 04:11:48""], [""option_1"", ""01-02-2023 04:19:09""]]",60
Student 25,9,option_1,1,04:19:14,"[""01-02-2023 04:02:50"", ""01-02-2023 04:09:35"", ""01-02-2023 04:10:04"", ""01-02-2023 04:10:43"", ""01-02-2023 04:10:59"", ""01-02-2023 04:11:30"", ""01-02-2023 04:11:48"", ""01-02-2023 04:15:53"", ""01-02-2023 04:16:50"", ""01-02-2023 04:17:17"", ""01-02-2023 04:19:09""]","[[""option_1"", ""01-02-2023 04:03:00""], [""option_1"", ""01-02-2023 04:10:11""], [""option_1"", ""01-02-2023 04:11:54""], [""option_1"", ""01-02-2023 04:19:14""]]",54
Student 25,10,option_3,1,04:19:24,"[""01-02-2023 04:03:00"", ""01-02-2023 04:09:35"", ""01-02-2023 04:10:11"", ""01-02-2023 04:10:42"", ""01-02-2023 04:11:01"", ""01-02-2023 04:11:28"", ""01-02-2023 04:11:54"", ""01-02-2023 04:19:14""]","[[""option_3"", ""01-02-2023 04:03:27""], [""option_3"", ""01-02-2023 04:10:20""], [""option_3"", ""01-02-2023 04:11:05""], [""option_3"", ""01-02-2023 04:19:24""]]",45
Student 25,11,option_3,1,04:19:25,"[""01-02-2023 04:03:27"", ""01-02-2023 04:09:36"", ""01-02-2023 04:10:20"", ""01-02-2023 04:10:42"", ""01-02-2023 04:11:05"", ""01-02-2023 04:11:26"", ""01-02-2023 04:12:01"", ""01-02-2023 04:15:55"", ""01-02-2023 04:17:07"", ""01-02-2023 04:19:24""]","[[""option_3"", ""01-02-2023 04:03:33""], [""option_3"", ""01-02-2023 04:10:25""], [""option_3"", ""01-02-2023 04:19:24""], [""option_3"", ""01-02-2023 04:19:25""]]",33
Student 25,12,option_4,1,04:03:50,"[""01-02-2023 04:03:33"", ""01-02-2023 04:09:35"", ""01-02-2023 04:10:25"", ""01-02-2023 04:11:20"", ""01-02-2023 04:11:24"", ""01-02-2023 04:12:01"", ""01-02-2023 04:15:57"", ""01-02-2023 04:19:24""]","[[""option_4"", ""01-02-2023 04:03:50""]]",66
Student 25,13,option_4,0,04:04:13,"[""01-02-2023 04:03:50"", ""01-02-2023 04:09:35"", ""01-02-2023 04:11:22"", ""01-02-2023 04:12:09"", ""01-02-2023 04:16:32""]","[[""option_4"", ""01-02-2023 04:04:13""]]",40
Student 25,14,option_3,1,04:04:36,"[""01-02-2023 04:04:13"", ""01-02-2023 04:09:35"", ""01-02-2023 04:12:10""]","[[""option_3"", ""01-02-2023 04:04:36""]]",23
